,droupout_rate,Y/N
NCT02993250,0.0303030303030303,1
NCT00492531,0.6081081081081081,1
NCT00048035,0.2222222222222222,1
NCT01567085,0.25,1
NCT02453737,0.0301204819277108,1
NCT03116152,0.9789473684210528,1
NCT02181738,0.8027210884353742,1
NCT01688973,0.0909090909090909,1
NCT00611247,0.6388888888888888,1
NCT00006289,0.1,1
NCT00363766,1.0,1
NCT04849988,0.2950819672131147,1
NCT02473289,0.1243523316062176,1
NCT04046328,0.0,0
NCT02702180,0.0229007633587786,1
NCT00209092,0.1960784313725489,1
NCT01884571,0.2580645161290322,1
NCT00853112,0.0833333333333333,1
NCT02844439,1.0,1
NCT03681990,0.0,0
NCT00963807,0.6923076923076923,1
NCT03200717,0.9032258064516128,1
NCT02109172,0.078125,1
NCT02341495,0.0,0
NCT00498433,0.0,0
NCT00952419,0.0337552742616033,1
NCT00547534,0.3666666666666666,1
NCT00966823,0.3333333333333333,1
NCT01188109,0.0,0
NCT03152591,0.0,0
NCT03961256,0.0,0
NCT00261846,0.6543859649122807,1
NCT00592176,0.0,0
NCT00558467,0.0793650793650793,1
NCT00041132,0.5357142857142857,1
NCT02218736,0.2359550561797752,1
NCT00715910,0.0807453416149068,1
NCT00104871,0.0454545454545454,1
NCT00911443,0.0,0
NCT01807221,0.2795497185741088,1
NCT00520468,0.0,0
NCT03072953,0.0,0
NCT03478982,0.0,0
NCT01144949,0.1046025104602509,1
NCT01910519,0.08,1
NCT03117998,0.1298701298701298,1
NCT02103062,1.0,1
NCT01937364,0.1764705882352941,1
NCT02806908,0.0833333333333333,1
NCT00469014,0.0784313725490196,1
NCT02623725,0.0876494023904382,1
NCT00290251,0.0952380952380952,1
NCT04900038,0.8823529411764706,1
NCT01933334,0.1111111111111111,1
NCT04411680,0.2622950819672131,1
NCT00387959,0.0588235294117647,1
NCT02830594,0.0,0
NCT00105235,0.2592592592592592,1
NCT00520845,0.9565217391304348,1
NCT01684215,1.0,1
NCT00619866,0.144,1
NCT00274768,0.0,0
NCT00825565,0.0,0
NCT02038946,0.1304347826086956,1
NCT00867503,0.1,1
NCT00623181,0.0,0
NCT02804750,0.4166666666666667,1
NCT01264081,0.0,0
NCT01868477,0.391304347826087,1
NCT03029585,0.3,1
NCT02871479,0.0845070422535211,1
NCT04130919,0.8,1
NCT02175225,0.0646258503401359,1
NCT03531840,0.7826086956521741,1
NCT00227019,0.0,0
NCT01309997,0.1527777777777778,1
NCT00808470,0.0277777777777777,1
NCT01995838,0.0618556701030927,1
NCT01353911,0.1684782608695652,1
NCT00262041,0.0229007633587786,1
NCT01681121,0.2043010752688172,1
NCT02374099,1.0,1
NCT00390221,0.0853462157809984,1
NCT01897402,0.0666666666666666,1
NCT01816048,0.75,1
NCT00017563,0.0175438596491228,1
NCT01824303,0.0,0
NCT02576678,0.2619047619047619,1
NCT01155024,0.6,1
NCT01880086,0.1538461538461538,1
NCT02918162,0.0555555555555555,1
NCT00001959,0.1428571428571428,1
NCT02561702,0.0,0
NCT02660112,0.0,0
NCT01739335,0.1481481481481481,1
NCT00635154,0.6111111111111112,1
NCT00110266,0.4508670520231214,1
NCT03163992,0.9833333333333332,1
NCT00721734,0.8,1
NCT00244933,0.1052631578947368,1
NCT01180959,0.0,0
NCT02818920,0.6,1
NCT04498910,0.131578947368421,1
NCT00383630,0.0,0
NCT03254927,0.0,0
NCT00782756,0.0,0
NCT03325790,0.0476190476190476,1
NCT02862600,0.3181818181818182,1
NCT01619774,0.0,0
NCT00303498,0.1375,1
NCT03633396,0.2033898305084746,1
NCT02533401,0.3235294117647059,1
NCT03926611,0.0964630225080385,1
NCT02147067,0.1538461538461538,1
NCT02408198,0.1666666666666666,1
NCT03688802,0.0555555555555555,1
NCT02488980,0.0196078431372549,1
NCT02363621,0.0099009900990099,1
NCT01483924,0.15,1
NCT01700985,0.0227272727272727,1
NCT04065074,0.125,1
NCT03965091,0.3068783068783068,1
NCT00709202,0.3,1
NCT00192114,0.8571428571428571,1
NCT02901548,0.2352941176470588,1
NCT02473783,0.0,0
NCT02931838,0.1610486891385767,1
NCT03015532,0.0140350877192982,1
NCT00499031,0.0789473684210526,1
NCT00066937,0.1333333333333333,1
NCT00811434,0.0,0
NCT01732211,0.0,0
NCT00549770,0.0850903614457831,1
NCT00838513,0.2,1
NCT00528450,0.0,0
NCT00936117,0.5,1
NCT04399538,0.0410958904109589,1
NCT00084656,1.0,1
NCT00483327,0.3333333333333333,1
NCT02935595,0.2,1
NCT01537432,0.2222222222222222,1
NCT01517893,0.2,1
NCT01256060,0.0666666666666666,1
NCT00752206,0.5263157894736842,1
NCT02335411,1.0,1
NCT00839956,0.3870967741935484,1
NCT01222689,0.0,0
NCT03346902,0.0,0
NCT03077165,0.0330578512396694,1
NCT01023958,1.0,1
NCT00996593,0.3333333333333333,1
NCT00986440,1.0,1
NCT03178669,0.0995260663507109,1
NCT00878501,0.1327800829875518,1
NCT03367312,0.0,0
NCT00466726,0.2456140350877192,1
NCT00953615,1.0,1
NCT04701333,0.1506849315068493,1
NCT00695565,0.1222222222222222,1
NCT00895947,0.11,1
NCT02664220,0.0,0
NCT00582738,0.627906976744186,1
NCT02075008,0.6518518518518519,1
NCT02951429,0.8757062146892656,1
NCT03747575,0.2461538461538461,1
NCT00663117,0.025,1
NCT03360747,0.3333333333333333,1
NCT00231842,0.3666666666666666,1
NCT00619619,0.135593220338983,1
NCT01273610,0.0,0
NCT00553800,0.0,0
NCT00817531,0.0909090909090909,1
NCT02266888,0.6444444444444445,1
NCT00923130,0.8333333333333334,1
NCT02426086,1.0,1
NCT02824913,0.0,0
NCT04830969,0.2456140350877192,1
NCT02724644,0.0666666666666666,1
NCT04177680,0.05,1
NCT02247739,0.1875,1
NCT03652610,0.0091930541368743,1
NCT01742832,0.125,1
NCT00516295,0.4285714285714285,1
NCT02868892,1.0,1
NCT01148810,0.3333333333333333,1
NCT01078441,0.5,1
NCT04304508,0.2859513274336283,1
NCT03364608,0.0930232558139534,1
NCT00423098,0.0864197530864197,1
NCT01822587,0.2707182320441988,1
NCT04342169,0.5163043478260869,1
NCT03057106,0.0,0
NCT01936363,0.0,0
NCT01517243,0.0,0
NCT01077739,0.2,1
NCT02687542,0.5925925925925926,1
NCT01928849,0.1640625,1
NCT00246025,0.08203125,1
NCT03257631,1.0,1
NCT00414726,0.0117647058823529,1
NCT03058692,0.0416666666666666,1
NCT00567840,0.0579710144927536,1
NCT00203502,0.025,1
NCT03971474,1.0,1
NCT01503229,0.0333333333333333,1
NCT03190213,0.0,0
NCT00529308,0.1,1
NCT01357889,0.0247349823321554,1
NCT01673386,0.8965517241379308,1
NCT01200238,1.0,1
NCT00126672,0.2222222222222222,1
NCT00675259,0.4242424242424242,1
NCT00582712,0.8,1
NCT00306189,0.1371681415929203,1
NCT01437501,0.0824742268041237,1
NCT03330847,0.5201465201465202,1
NCT01104155,0.3495934959349593,1
NCT01283581,0.1796875,1
NCT00813865,0.875,1
NCT01300624,0.0,0
NCT02325414,0.2333333333333333,1
NCT01745367,1.0,1
NCT01533753,0.0,0
NCT01920932,0.0259740259740259,1
NCT03298412,0.0,0
NCT00524940,0.0,0
NCT00899353,0.3125,1
NCT00813293,0.1,1
NCT01100268,0.0,0
NCT02900560,0.0588235294117647,1
NCT00035555,0.2477064220183486,1
NCT00591851,0.0857142857142857,1
NCT00090844,0.0408163265306122,1
NCT04495179,1.0,1
NCT00062764,0.0,0
NCT01831960,0.0,0
NCT01681810,0.0,0
NCT00500110,0.0769230769230769,1
NCT00082342,0.0,0
NCT00397904,0.0,0
NCT03519243,0.1333333333333333,1
NCT02886624,0.0344827586206896,1
NCT04607148,1.0,1
NCT03273257,0.5714285714285714,1
NCT00366457,0.0625,1
NCT01827475,0.0,0
NCT00633750,0.1063829787234042,1
NCT00490646,0.08,1
NCT04388683,0.1111111111111111,1
NCT00412880,1.0,1
NCT02175121,0.0348837209302325,1
NCT02057718,0.4545454545454545,1
NCT00534313,1.0,1
NCT00996931,0.0,0
NCT03837743,0.12,1
NCT00278889,0.3348837209302325,1
NCT00459121,0.0,0
NCT01659151,0.0588235294117647,1
NCT01931098,0.1142857142857142,1
NCT04138056,0.0234741784037558,1
NCT00268996,0.1269349845201238,1
NCT00217971,0.3653846153846153,1
NCT03170388,0.1241565452091768,1
NCT01257425,0.1165048543689319,1
NCT00801684,0.0,0
NCT01830595,0.0,0
NCT03065179,0.0,0
NCT03101514,0.1320754716981132,1
NCT01289522,0.2037037037037037,1
NCT00276861,0.0,0
NCT00290654,0.0,0
NCT02499081,0.95,1
NCT03297294,0.0188679245283018,1
NCT00862134,0.5476190476190477,1
NCT00345605,0.0833333333333333,1
NCT02660489,0.3181818181818182,1
NCT01682837,0.0,0
NCT01170065,0.7373737373737373,1
NCT01241786,1.0,1
NCT02416492,0.0,0
NCT02337946,0.8938053097345132,1
NCT00318149,0.0047058823529411,1
NCT00631007,0.1852861035422343,1
NCT00453310,1.0,1
NCT04424901,0.8048780487804879,1
NCT01524978,1.0,1
NCT00192075,0.6904761904761905,1
NCT00454909,0.0137614678899082,1
NCT01617629,0.6666666666666666,1
NCT02283749,0.0,0
NCT02139943,0.0655270655270655,1
NCT02855359,1.0,1
NCT03739983,0.0,0
NCT00316602,0.055379746835443,1
NCT01995071,0.0898876404494382,1
NCT04792645,0.21,1
NCT00496587,0.9117647058823528,1
NCT00746590,1.0,1
NCT02061293,0.0210526315789473,1
NCT03760640,0.0,0
NCT00552786,0.0,0
NCT02031458,1.0,1
NCT00529204,0.0,0
NCT00773097,0.1521739130434782,1
NCT02402309,0.0,0
NCT03585296,0.2272727272727272,1
NCT00872898,0.140495867768595,1
NCT01682226,0.0714285714285714,1
NCT00323427,0.4,1
NCT00460551,0.0,0
NCT03593655,0.0210084033613445,1
NCT00233363,0.0769230769230769,1
NCT01612546,0.0,0
NCT01335867,0.34375,1
NCT01832402,0.3142857142857143,1
NCT01585987,0.9537037037037036,1
NCT01728623,0.5490196078431373,1
NCT04614246,0.4418604651162791,1
NCT03222349,0.625,1
NCT00853242,0.0687679083094555,1
NCT02810392,0.1052631578947368,1
NCT00643097,0.0,0
NCT03093428,0.5555555555555556,1
NCT01238211,0.9508196721311476,1
NCT03528369,0.0327868852459016,1
NCT00532883,0.5,1
NCT03701074,1.0,1
NCT00421707,0.0467289719626168,1
NCT00927810,0.032258064516129,1
NCT01159665,0.0263157894736842,1
NCT01609933,0.125,1
NCT03394027,0.2666666666666666,1
NCT01733238,0.3846153846153846,1
NCT03406858,0.1333333333333333,1
NCT01614821,0.0,0
NCT02051309,0.4958677685950413,1
NCT02841280,0.125,1
NCT01750346,0.125,1
NCT00597402,0.0,0
NCT00937235,0.0,0
NCT03174184,0.2321428571428571,1
NCT01589822,0.0373831775700934,1
NCT00824421,0.2717948717948718,1
NCT03338400,0.0588235294117647,1
NCT00896779,0.05,1
NCT00387894,0.1666666666666666,1
NCT00995774,0.1666666666666666,1
NCT01518374,0.0039592760180995,1
NCT00130689,1.0,1
NCT03733119,1.0,1
NCT01708174,0.0,0
NCT00992186,1.0,1
NCT01112579,0.0606060606060606,1
NCT00574236,0.0,0
NCT03462030,0.0666666666666666,1
NCT02551809,0.0465116279069767,1
NCT04042623,1.0,1
NCT02062580,0.1677852348993288,1
NCT00112580,1.0,1
NCT00573937,1.0,1
NCT00331409,0.2105263157894736,1
NCT00449644,0.4057971014492754,1
NCT01263470,0.0458333333333333,1
NCT00441701,0.2121212121212121,1
NCT00165789,0.2533333333333333,1
NCT03043313,1.0,1
NCT04130802,0.0326797385620915,1
NCT02929667,0.0,0
NCT03207243,0.6242424242424243,1
NCT00201240,0.0638297872340425,1
NCT03762473,0.0112359550561797,1
NCT00503035,0.425531914893617,1
NCT03347188,0.8,1
NCT04715230,0.35,1
NCT01532089,0.0,0
NCT04553406,0.5,1
NCT01456052,0.2033898305084746,1
NCT01886378,0.1724137931034483,1
NCT00487825,0.141025641025641,1
NCT02495844,0.0909090909090909,1
NCT01928082,1.0,1
NCT00461682,1.0,1
NCT00614393,1.0,1
NCT00836927,0.7142857142857143,1
NCT03334734,0.125,1
NCT02190721,0.02,1
NCT01065844,0.3333333333333333,1
NCT00429572,0.0526315789473684,1
NCT01726270,0.1056910569105691,1
NCT01267812,0.0,0
NCT00606307,0.3793103448275862,1
NCT00267085,0.0,0
NCT00796068,0.0,0
NCT00273364,0.0,0
NCT01435122,0.2666666666666666,1
NCT02558790,0.35,1
NCT01917006,0.25,1
NCT01558063,0.0,0
NCT05100316,0.0,0
NCT03256526,0.0943396226415094,1
NCT04390243,1.0,1
NCT04162769,0.2842105263157894,1
NCT00126568,0.1,1
NCT03187262,0.0,0
NCT00315627,0.0,0
NCT00874432,0.3720930232558139,1
NCT01967641,0.4193548387096774,1
NCT00624468,0.1851851851851851,1
NCT00857623,0.1889763779527559,1
NCT00908960,0.0571428571428571,1
NCT01466686,0.032258064516129,1
NCT01881737,0.3333333333333333,1
NCT01349569,0.25,1
NCT01262976,0.1083333333333333,1
NCT02716038,0.1612903225806451,1
NCT00977665,0.2068965517241379,1
NCT01710046,0.0833333333333333,1
NCT02969044,0.1571428571428571,1
NCT03406962,0.375,1
NCT01084083,0.1333333333333333,1
NCT00066677,0.0,0
NCT01004172,1.0,1
NCT00818363,0.0166666666666666,1
NCT03082677,0.1,1
NCT01209598,0.0111111111111111,1
NCT00372489,0.9753086419753086,1
NCT01247922,1.0,1
NCT02262078,0.0,0
NCT00132769,0.2075471698113207,1
NCT03294941,0.1176470588235294,1
NCT00118053,0.0,0
NCT02493712,0.2745098039215686,1
NCT03352427,0.0,0
NCT00792142,0.0,0
NCT03024255,0.1365638766519823,1
NCT00459979,0.0666666666666666,1
NCT04019561,0.1486486486486486,1
NCT02392377,1.0,1
NCT02732938,1.0,1
NCT01886313,0.1818181818181818,1
NCT00367601,0.0,0
NCT04527471,0.0444444444444444,1
NCT00077675,0.099502487562189,1
NCT00717405,0.0,0
NCT00768079,0.0636363636363636,1
NCT03590366,0.0785714285714285,1
NCT00416884,1.0,1
NCT02051764,0.1590909090909091,1
NCT04186871,0.1176470588235294,1
NCT01963845,0.0,0
NCT00593827,0.0113636363636363,1
NCT00661778,1.0,1
NCT00002601,0.0,0
NCT04005053,0.1136363636363636,1
NCT01896271,0.3333333333333333,1
NCT00861146,0.1854304635761589,1
NCT04322149,0.0925925925925925,1
NCT02774278,1.0,1
NCT01259726,0.1071428571428571,1
NCT01823341,0.1546391752577319,1
NCT00476645,0.0,0
NCT00003483,0.3333333333333333,1
NCT01636882,0.0,0
NCT01396226,0.0,0
NCT04789577,0.0924369747899159,1
NCT03363659,0.2,1
NCT00167544,0.015625,1
NCT03714880,0.0681818181818181,1
NCT00806260,0.0769230769230769,1
NCT00084617,0.2307692307692307,1
NCT04475588,0.0625,1
NCT02725515,0.5714285714285714,1
NCT01477333,0.1666666666666666,1
NCT01336738,0.1541353383458646,1
NCT01786109,0.04,1
NCT03485157,0.0414746543778801,1
NCT00048048,0.15,1
NCT01308749,0.0833333333333333,1
NCT00324259,0.0,0
NCT00129272,0.2708333333333333,1
NCT03476798,0.1515151515151515,1
NCT00459810,0.0,0
NCT00920556,1.0,1
NCT02885181,0.0481927710843373,1
NCT02366637,1.0,1
NCT01000493,0.7286821705426356,1
NCT00586495,1.0,1
NCT00528528,0.0745341614906832,1
NCT01328002,0.1,1
NCT04709692,0.0454545454545454,1
NCT00161213,0.0454545454545454,1
NCT00466440,0.3518518518518518,1
NCT04044664,0.0967741935483871,1
NCT02858362,0.1395348837209302,1
NCT01889238,0.0762711864406779,1
NCT00789880,0.073170731707317,1
NCT00088972,0.75,1
NCT02500121,0.4907407407407407,1
NCT00964431,0.0,0
NCT01417936,0.0,0
NCT00880399,0.2621951219512195,1
NCT00358449,0.1186440677966101,1
NCT00451178,1.0,1
NCT02411110,0.0510204081632653,1
NCT00857246,0.2,1
NCT01597440,0.0,0
NCT01182610,0.0,0
NCT00827359,1.0,1
NCT00941330,0.1153846153846153,1
NCT00358644,0.9090909090909092,1
NCT00918749,0.0829268292682926,1
NCT00923195,0.25,1
NCT01430585,1.0,1
NCT00087555,0.2256410256410256,1
NCT02970929,0.3312101910828025,1
NCT01458522,0.1891891891891892,1
NCT01961882,0.6865671641791045,1
NCT02388165,0.0744927536231884,1
NCT02702414,1.0,1
NCT03895372,0.1503267973856209,1
NCT00499655,0.0,0
NCT00490542,0.1506849315068493,1
NCT01254305,0.2175572519083969,1
NCT01073566,0.0263157894736842,1
NCT00589667,0.1153846153846153,1
NCT03136965,0.0344827586206896,1
NCT00832637,0.0,0
NCT02907268,0.0,0
NCT00684060,0.0689655172413793,1
NCT01597050,0.0185185185185185,1
NCT00844428,0.2,1
NCT01122446,0.0,0
NCT02055976,0.0229357798165137,1
NCT02566265,0.1229508196721311,1
NCT02365584,0.6046511627906976,1
NCT02314936,0.0104166666666666,1
NCT03210337,0.0828025477707006,1
NCT00147745,0.0277777777777777,1
NCT02901431,0.7371134020618557,1
NCT00381940,0.1923076923076923,1
NCT00384774,0.0,0
NCT01847027,0.1304347826086956,1
NCT01672983,0.0,0
NCT03896152,0.3846153846153846,1
NCT02279524,0.1133603238866396,1
NCT01717326,0.0488656195462478,1
NCT01934335,0.1666666666666666,1
NCT03021018,0.0434782608695652,1
NCT01329978,0.06,1
NCT00402337,0.1129032258064516,1
NCT00448201,0.0,0
NCT00102596,0.0,0
NCT01177059,0.7352941176470589,1
NCT02289417,0.1313131313131313,1
NCT00071760,0.2777777777777778,1
NCT01694849,0.0207468879668049,1
NCT01665092,0.012,1
NCT01903993,1.0,1
NCT02450903,1.0,1
NCT01287078,0.5217391304347826,1
NCT00397943,0.1909090909090909,1
NCT02037555,0.1035294117647058,1
NCT00614198,0.3636363636363636,1
NCT01495988,0.0,0
NCT00810576,0.0,0
NCT04627038,0.3366336633663366,1
NCT03863080,0.4,1
NCT03430791,0.0,0
NCT02910011,0.1333333333333333,1
NCT00685698,0.3421052631578947,1
NCT02736578,0.125,1
NCT01283035,0.1666666666666666,1
NCT00246753,0.2758620689655172,1
NCT04081363,0.0769230769230769,1
NCT01085045,0.1442307692307692,1
NCT02520518,0.3333333333333333,1
NCT01225263,0.087719298245614,1
NCT03930745,0.3950617283950617,1
NCT03042702,0.0,0
NCT00125528,0.073170731707317,1
NCT02440464,0.1162790697674418,1
NCT01498289,1.0,1
NCT02717611,1.0,1
NCT02345460,0.0,0
NCT00285857,0.1333333333333333,1
NCT00913913,1.0,1
NCT03268382,0.0,0
NCT01177410,0.0878378378378378,1
NCT00587067,0.0,0
NCT01254656,1.0,1
NCT02281773,0.1841085271317829,1
NCT00824161,0.0714285714285714,1
NCT01579578,1.0,1
NCT01620190,0.0,0
NCT03690921,0.0,0
NCT03485976,0.0833333333333333,1
NCT02925117,0.3412698412698413,1
NCT00418093,0.0,0
NCT00738361,0.0,0
NCT01007123,0.1526315789473684,1
NCT02049502,0.0,0
NCT02729545,0.1333333333333333,1
NCT01658514,0.0769230769230769,1
NCT00425386,0.0652173913043478,1
NCT01368263,0.0,0
NCT01553539,0.0,0
