,droupout_rate,Y/N
NCT02556788,0.0668316831683168,1
NCT00245050,0.1470588235294117,1
NCT03242408,0.02,1
NCT00840294,0.0941176470588235,1
NCT02556606,0.0,0
NCT02657434,1.0,1
NCT00991029,0.066379840196681,1
NCT00135707,0.0182194209178648,1
NCT01734811,0.0583333333333333,1
NCT00696241,0.0752941176470588,1
NCT02870205,0.0246598639455782,1
NCT00836875,0.1935483870967742,1
NCT01424566,0.1941747572815534,1
NCT03027557,0.0217391304347826,1
NCT03830866,1.0,1
NCT00234533,0.0438247011952191,1
NCT01274338,0.7077106993424985,1
NCT01094886,0.1320754716981132,1
NCT01358526,0.335,1
NCT02487225,0.6867469879518072,1
NCT01265849,0.1357758620689655,1
NCT00388804,0.0,0
NCT01897896,0.3193277310924369,1
NCT00603525,0.8951612903225806,1
NCT00326209,0.7175572519083969,1
NCT00152009,0.3768115942028985,1
NCT01029652,0.0296296296296296,1
NCT01635101,0.1928934010152284,1
NCT02436239,0.0452674897119341,1
NCT00729469,0.1088139281828074,1
NCT02260635,1.0,1
NCT01817764,0.1019830028328611,1
NCT01709903,0.0913978494623656,1
NCT03338920,0.0628930817610062,1
NCT00986154,0.0482392667631452,1
NCT00441103,0.0833333333333333,1
NCT00910520,0.038860103626943,1
NCT00911144,0.046875,1
NCT02605837,0.0691823899371069,1
NCT00979901,0.1109701965757768,1
NCT01151410,0.125,1
NCT00450216,0.3344370860927152,1
NCT01832038,0.4968287526427061,1
NCT00335725,0.0596026490066225,1
NCT01044862,0.1711111111111111,1
NCT01435616,0.1631989596879063,1
NCT01732822,0.0169967590925459,1
NCT01091662,0.2965116279069767,1
NCT01300234,0.107421875,1
NCT02863328,0.0414129110840438,1
NCT03950856,0.0247863247863247,1
NCT01576809,0.0,0
NCT01237327,0.9761904761904762,1
NCT01953913,1.0,1
NCT02230566,0.0,0
NCT03282240,0.0059925093632958,1
NCT00662792,0.0238095238095238,1
NCT01212172,0.1,1
NCT04656418,0.0625,1
NCT00956813,0.0,0
NCT02385097,0.0,0
NCT01360632,0.0416666666666666,1
NCT00630812,0.1475409836065573,1
NCT01399125,0.2215568862275449,1
NCT03855137,0.0406189555125725,1
NCT02342197,0.0833333333333333,1
NCT02914522,0.3960843373493976,1
NCT02504372,1.0,1
NCT01993888,0.0490196078431372,1
NCT01785849,0.187007874015748,1
NCT03015259,0.0264072272411396,1
NCT02385240,0.0144927536231884,1
NCT01784965,0.25,1
NCT02346721,0.036036036036036,1
NCT00442338,0.0,0
NCT04625972,0.1794871794871795,1
NCT01717742,0.0721649484536082,1
NCT03623243,0.2108108108108108,1
NCT00667095,0.0476190476190476,1
NCT02337764,0.2702702702702703,1
NCT03631732,0.0435684647302904,1
NCT03172780,0.0442622950819672,1
NCT02226003,0.0309278350515463,1
NCT00328263,0.0160183066361556,1
NCT00257166,0.3781512605042016,1
NCT03877237,0.0351437699680511,1
NCT04246554,0.0204081632653061,1
NCT00160563,0.8985507246376812,1
NCT04488822,0.225,1
NCT03343067,1.0,1
NCT00516139,0.3114754098360656,1
NCT01606787,0.0523809523809523,1
NCT03434028,0.0,0
NCT02745080,0.1688159437280187,1
NCT02422615,1.0,1
NCT02579863,1.0,1
NCT00286455,0.2340425531914893,1
NCT01577732,0.0,0
NCT00505687,0.510752688172043,1
NCT01829347,1.0,1
NCT01876784,1.0,1
NCT00980460,0.3093220338983051,1
NCT03545191,0.0827956989247311,1
NCT03334396,0.0863636363636363,1
NCT02152605,0.0745967741935483,1
NCT00432042,0.0104712041884816,1
NCT02400346,0.3333333333333333,1
NCT00541385,0.222429906542056,1
NCT03823300,0.1337386018237082,1
NCT01529008,0.0925925925925925,1
NCT02487771,0.1263157894736842,1
NCT01173120,1.0,1
NCT00280566,0.4201680672268907,1
NCT00562965,0.3103448275862069,1
NCT03522441,0.0497777777777777,1
NCT01235962,0.1853055916775032,1
NCT01918033,0.0164473684210526,1
NCT00250458,0.1416184971098266,1
NCT00477490,0.1488721804511278,1
NCT00402831,0.0098765432098765,1
NCT00540969,0.0,0
NCT01604850,0.4059405940594059,1
NCT02600429,0.0,0
NCT00527904,0.401673640167364,1
NCT00283686,0.2419354838709677,1
NCT02290509,0.0466666666666666,1
NCT01814748,0.0738916256157635,1
NCT02384460,0.0828402366863905,1
NCT00525798,0.2904608788853162,1
NCT03418545,0.1142857142857142,1
NCT01023035,0.1532258064516129,1
NCT02273167,0.0800942285041225,1
NCT03303105,0.12,1
NCT00092456,0.1097099621689785,1
NCT00314574,0.208235294117647,1
NCT00855166,0.0714285714285714,1
NCT01818596,0.123015873015873,1
NCT01433107,0.1517241379310344,1
NCT00235391,0.172311348781937,1
NCT00424268,0.1359353970390309,1
NCT01495000,0.1,1
NCT00908895,0.0833333333333333,1
NCT02435992,0.0938735177865612,1
NCT03295721,0.0169902912621359,1
NCT03259789,0.1139601139601139,1
NCT01881828,0.0,0
NCT02545049,0.0138496705660884,1
NCT00076219,0.0258007117437722,1
NCT01245764,0.0,0
NCT02617485,0.175,1
NCT00448916,0.4629629629629629,1
NCT03605680,0.2532188841201717,1
NCT03825380,0.0824742268041237,1
NCT01020448,0.08,1
NCT00930176,0.0625,1
NCT00617123,0.1709844559585492,1
NCT01911221,0.0,0
NCT02076412,0.7972972972972973,1
NCT02576977,1.0,1
NCT01908842,0.0742049469964664,1
NCT04508621,0.2237354085603113,1
NCT02604173,0.0,0
NCT00509145,0.2188065099457504,1
NCT01387737,0.0969976905311778,1
NCT00424593,0.3535911602209944,1
NCT01777308,0.1089743589743589,1
NCT00054717,0.8904761904761904,1
NCT02381418,0.0,0
NCT00847938,0.032258064516129,1
NCT00700310,0.125,1
NCT03829241,1.0,1
NCT04085367,0.0502692998204667,1
NCT00891046,0.3185185185185185,1
NCT00802841,1.0,1
NCT01327885,1.0,1
NCT04530344,0.222707423580786,1
NCT00562354,0.007380073800738,1
NCT02839330,0.0672715894868585,1
NCT03918629,0.125877632898696,1
NCT00459056,0.0,0
NCT02094586,0.0715193897012078,1
NCT01202773,0.3399122807017544,1
NCT01954394,0.0882352941176469,1
NCT01068678,0.1347826086956521,1
NCT01615198,0.0731292517006802,1
NCT03945019,0.1749271137026239,1
NCT00406367,0.1960784313725489,1
NCT00023452,0.2725692288588104,1
NCT01063062,0.1869158878504672,1
NCT01191268,0.1866515837104072,1
NCT01620762,0.1129261363636363,1
NCT02988882,0.0581395348837209,1
NCT04723394,0.1241758241758241,1
NCT00569127,1.0,1
NCT00606281,0.4728682170542636,1
NCT01049373,0.3755656108597285,1
NCT00003138,1.0,1
NCT01807949,0.0319715808170515,1
NCT01078909,0.08,1
NCT04560309,0.0333333333333333,1
NCT00056472,0.4517374517374517,1
NCT02224625,0.2208835341365461,1
NCT04786444,0.1078431372549019,1
NCT02675426,0.4174757281553398,1
NCT02965456,0.1390243902439024,1
NCT01954251,0.038647342995169,1
NCT00508742,0.0227143668370244,1
NCT01169467,0.1309523809523809,1
NCT02101021,1.0,1
NCT00761462,0.2062374245472837,1
NCT00660517,0.0494233937397034,1
NCT01710787,0.0,0
NCT01173848,0.631578947368421,1
NCT01404325,0.0461538461538461,1
NCT00446511,0.1,1
NCT01516879,0.0552486187845303,1
NCT01500213,0.7945945945945946,1
NCT02772081,0.1212121212121212,1
NCT00104234,0.0256410256410256,1
NCT00258895,0.0200308166409861,1
NCT02429414,0.0125,1
NCT02263365,1.0,1
NCT00662038,0.5964083175803403,1
NCT00913380,0.0134680134680134,1
NCT04446299,0.1329479768786127,1
NCT01279681,1.0,1
NCT02312206,1.0,1
NCT01662063,0.1605504587155963,1
NCT00392379,0.2222222222222222,1
NCT00102518,0.2676923076923077,1
NCT01819129,0.1204644412191582,1
NCT03611582,0.1734860883797054,1
NCT00306527,0.0107382550335569,1
NCT01863667,1.0,1
NCT00880919,0.3684210526315789,1
NCT01458951,0.0877513711151736,1
NCT00941655,0.6666666666666666,1
NCT01272908,0.0779220779220779,1
NCT04020341,0.0398432397126061,1
NCT01370733,0.193069306930693,1
NCT02634307,0.2431409649952696,1
NCT02445326,0.0410958904109589,1
NCT03450915,0.0624398073836276,1
NCT02930343,0.1176470588235294,1
NCT00837577,0.1297709923664122,1
NCT00372060,0.1692307692307692,1
NCT03912259,0.1393939393939394,1
NCT03575104,0.0811688311688311,1
NCT00951496,0.0198717948717948,1
NCT00287079,0.6571428571428571,1
NCT00463346,0.2608695652173913,1
NCT01527357,0.0360610263522884,1
NCT02371369,1.0,1
NCT00657553,1.0,1
NCT00810693,0.3260869565217391,1
NCT00864851,0.0909090909090909,1
NCT02542696,0.7580645161290323,1
NCT01258049,0.0264900662251655,1
NCT01465997,0.2864963503649635,1
NCT02038036,0.3448275862068966,1
NCT01200368,0.0081135902636916,1
NCT00473694,0.1483516483516483,1
NCT01270971,0.1262626262626262,1
NCT01096017,0.0833333333333333,1
NCT00465985,0.064516129032258,1
NCT02601833,0.2959183673469387,1
NCT00418717,0.048780487804878,1
NCT02926937,0.112781954887218,1
NCT01106586,0.8050847457627118,1
NCT00996125,0.0213333333333333,1
NCT02302716,0.0770791075050709,1
NCT00598442,0.2150101419878296,1
NCT02722044,0.1515151515151515,1
NCT02674854,0.0866666666666666,1
NCT01189487,0.0638297872340425,1
NCT03818399,0.7368421052631579,1
NCT02105961,0.1305637982195845,1
NCT00976391,0.1113074204946996,1
NCT00946712,0.9069767441860463,1
NCT02849418,0.0,0
NCT01691885,0.0,0
NCT00910247,0.2518248175182482,1
NCT00471497,0.5454545454545454,1
NCT03176238,1.0,1
NCT02932306,0.1768292682926829,1
NCT03580369,0.1501865671641791,1
NCT02130557,0.1361940298507462,1
NCT00371787,0.1052631578947368,1
NCT01368497,0.0333333333333333,1
NCT00531817,0.378167641325536,1
NCT03004469,0.2947598253275109,1
NCT01389102,0.1696035242290749,1
NCT02094937,0.0943396226415094,1
NCT02242305,0.0529801324503311,1
NCT01641822,0.1777777777777777,1
NCT00409409,0.0431654676258992,1
NCT00889330,0.0,0
NCT03379233,1.0,1
NCT01694966,0.066453162530024,1
NCT00198822,0.0009209490798881,1
NCT00634049,0.0201342281879194,1
NCT00225277,0.3510054844606947,1
NCT01687998,0.0191862388355937,1
NCT02135692,1.0,1
NCT02455167,0.0,0
NCT01093846,0.9830508474576272,1
NCT01799993,0.36,1
NCT00928486,0.4,1
NCT00988091,0.118942731277533,1
NCT01073293,0.0151802656546489,1
NCT00168337,0.4368231046931408,1
NCT04152200,1.0,1
NCT00320424,0.125,1
NCT03600376,0.4705882352941176,1
NCT02545075,1.0,1
NCT01790438,0.0717628705148206,1
NCT00328510,0.1686746987951807,1
NCT00348283,0.34,1
NCT01354145,0.3762886597938144,1
NCT00456508,0.0,0
NCT01453348,0.0119047619047619,1
NCT00813995,0.0987341772151898,1
NCT00197119,0.0,0
NCT00379821,0.48125,1
NCT00182000,0.2413793103448276,1
NCT01709721,0.1111111111111111,1
NCT01596335,0.4516129032258064,1
NCT02408315,0.0,0
NCT01578499,0.5877862595419847,1
NCT01029392,0.4133333333333333,1
NCT02512809,0.0,0
NCT00525824,0.0972388955582232,1
NCT04167462,0.1090909090909089,1
NCT00044213,0.284543325526932,1
NCT01915732,0.1387795275590551,1
NCT01087788,0.2369942196531791,1
NCT00297648,0.4044943820224719,1
NCT02142738,1.0,1
NCT01046110,0.2401746724890829,1
NCT00392054,0.0,0
NCT03635489,0.13,1
NCT00993473,0.1119999999999999,1
NCT01312922,0.3099099099099099,1
NCT02667236,0.0088888888888888,1
NCT01227265,0.1113445378151259,1
NCT01007071,0.0,0
NCT03649711,0.0263157894736842,1
NCT01095835,0.234375,1
NCT01614470,0.0,0
NCT01493687,0.0019047619047619,1
NCT03001011,0.2376237623762376,1
NCT02408549,0.3430962343096234,1
NCT00465738,0.0625,1
NCT01178125,0.4121763470958712,1
NCT00853749,0.0112359550561797,1
NCT03402386,0.1428571428571428,1
NCT03333109,0.0344827586206896,1
NCT01100502,0.5167173252279635,1
NCT02367105,0.1566265060240964,1
NCT05208866,0.0,0
NCT02720198,0.0166666666666666,1
NCT02963935,0.2304964539007092,1
NCT01371708,0.3356890459363957,1
NCT03560986,0.9411764705882352,1
NCT00730236,0.2068965517241379,1
NCT00266799,0.35,1
NCT00634010,0.6666666666666666,1
NCT03131648,0.0461538461538461,1
NCT02604342,0.5546218487394958,1
NCT01331681,0.2561576354679803,1
NCT04834375,0.0,0
NCT00798707,0.1142454160789844,1
NCT00938392,0.0082872928176795,1
NCT02750592,0.1666666666666666,1
NCT01264939,0.1369047619047619,1
NCT00395512,0.2152671755725191,1
NCT01944098,0.05,1
NCT01854697,0.0514469453376205,1
NCT02652780,0.0,0
NCT01948193,0.0508474576271186,1
NCT00974311,1.0,1
NCT01086475,0.0,0
NCT00107172,0.045045045045045,1
NCT04250350,0.1650485436893204,1
NCT00197015,0.1740531829170024,1
NCT04093752,0.1112322791712104,1
NCT01110330,0.1097770154373928,1
NCT01600092,0.0333333333333333,1
NCT00491894,0.2481751824817518,1
NCT01784523,1.0,1
NCT00518882,0.2313624678663239,1
NCT00048542,0.4150943396226415,1
NCT02493764,0.3072625698324022,1
NCT02531438,0.0723514211886304,1
NCT00909532,0.0993788819875776,1
NCT02623998,0.0294117647058823,1
NCT00121108,0.1626704278326281,1
NCT00358501,0.0,0
NCT02667288,0.0884353741496598,1
NCT00075764,1.0,1
NCT01111539,0.2403100775193798,1
NCT01850602,0.1502347417840375,1
NCT03428100,0.1144708423326133,1
NCT00381680,0.6363636363636364,1
NCT00466817,0.09375,1
NCT00501293,0.4567901234567901,1
NCT01015118,0.7291361639824304,1
NCT00416520,0.0576923076923076,1
NCT03477006,0.0,0
NCT02643420,0.293103448275862,1
NCT03120949,0.204750593824228,1
NCT00354835,0.2349272349272349,1
NCT00813111,0.0147058823529411,1
NCT00687401,0.1886792452830188,1
NCT02704403,1.0,1
NCT00734162,0.087378640776699,1
NCT02201290,0.5555555555555556,1
NCT00089479,0.2374569130601302,1
NCT01058096,0.0299625468164794,1
NCT03645863,0.0163934426229508,1
NCT01776840,0.5984703632887189,1
NCT02655016,0.1978171896316507,1
NCT01150045,0.0007917656373713,1
NCT01983683,0.1461412151067323,1
NCT04649060,1.0,1
NCT02800148,0.1049475262368815,1
NCT02096705,0.0298507462686567,1
NCT03406156,0.1083333333333333,1
NCT00666211,0.5918367346938775,1
NCT00004259,0.0217391304347826,1
NCT02326298,0.24,1
NCT01580670,0.1428571428571428,1
NCT01045707,0.0605326876513317,1
NCT00321919,0.2106135986733001,1
NCT00986570,0.0578512396694214,1
NCT01335477,0.1814882032667876,1
NCT03721016,0.180722891566265,1
NCT00884741,0.0251177394034536,1
NCT01185704,0.1544117647058823,1
NCT04459338,0.0909090909090909,1
NCT04537923,0.0868347338935574,1
NCT01524783,1.0,1
NCT02059161,0.1771653543307086,1
NCT02871440,0.0,0
NCT02034006,0.07,1
NCT04379713,0.0992720052945069,1
NCT00650091,0.1628787878787878,1
NCT02612428,0.15,1
NCT01606306,0.2466666666666666,1
NCT00090519,0.2024623803009576,1
NCT01194414,0.1577092511013215,1
NCT02853305,1.0,1
NCT03056040,0.0575916230366492,1
NCT01815736,0.0579382994732881,1
NCT01945034,0.0427631578947368,1
NCT01198145,0.0229885057471264,1
NCT00236080,0.0808823529411764,1
NCT03502915,0.0,0
NCT02177032,0.0112994350282485,1
NCT01606189,0.0212765957446808,1
NCT00702702,1.0,1
NCT03764735,0.0309734513274336,1
NCT01080131,0.1386861313868613,1
NCT01438957,0.0252100840336134,1
NCT02112370,0.0,0
NCT00004500,0.0,0
NCT02553473,0.0991735537190082,1
NCT02325219,0.0225988700564971,1
NCT00264537,0.3422291993720565,1
NCT02370498,1.0,1
NCT02105662,0.0275229357798165,1
NCT01313299,0.0576131687242798,1
NCT01226459,0.1311881188118812,1
NCT01473589,0.221311475409836,1
NCT00914628,1.0,1
NCT02662569,0.0182555780933062,1
NCT00231153,0.2231404958677686,1
NCT01114880,0.0148367952522255,1
NCT01882764,0.9848484848484848,1
NCT00953212,0.0,0
NCT04705051,1.0,1
NCT03405935,0.0930232558139534,1
NCT01366638,0.0886075949367088,1
NCT03470545,0.0278884462151394,1
NCT02257736,0.9144602851323828,1
NCT00961415,0.3675889328063241,1
NCT01324570,0.4390243902439024,1
NCT00506415,0.1356673960612691,1
NCT01945294,0.0805084745762711,1
NCT00721968,0.0454545454545454,1
NCT03434119,0.9128630705394192,1
NCT01280721,0.1629629629629629,1
NCT00627393,0.2371134020618556,1
NCT02325791,0.0648464163822525,1
NCT01208922,0.0251497005988023,1
NCT00633477,0.1111111111111111,1
NCT00789737,0.2885154061624649,1
NCT02173158,0.0,0
NCT01884311,0.131578947368421,1
NCT02194985,0.1309523809523809,1
NCT01188928,0.1145833333333333,1
NCT00530946,0.0424242424242424,1
NCT00662649,0.1597826086956521,1
NCT00948896,0.0285171102661596,1
NCT03496623,0.2727272727272727,1
NCT00627367,0.0,0
NCT01617460,0.4651162790697674,1
NCT01214421,0.1431209602954755,1
NCT04880642,0.0329218106995884,1
NCT00453349,0.1326086956521739,1
NCT01323634,0.0902111324376199,1
NCT02392559,0.0063291139240506,1
NCT00717236,0.1528795811518324,1
NCT00150813,0.2727272727272727,1
NCT01892163,0.03,1
NCT00340678,0.0058823529411764,1
NCT00206323,0.3103448275862069,1
NCT01216163,0.0091743119266055,1
NCT00740831,0.0431893687707641,1
NCT00620542,0.2108303249097473,1
NCT01316276,0.3252427184466019,1
NCT01965652,0.3370786516853932,1
NCT04526574,0.0384187082405345,1
NCT03018730,0.0909090909090909,1
NCT02896855,0.51440329218107,1
NCT00789581,0.1655290102389078,1
NCT01826487,0.0391304347826087,1
NCT02665273,0.0,0
NCT01153815,0.0823529411764705,1
NCT00413699,0.1041666666666666,1
NCT00149890,0.4025974025974026,1
NCT02275546,0.024390243902439,1
NCT03998163,0.1126126126126126,1
NCT02082769,0.1726190476190476,1
NCT00441012,0.0567765567765567,1
NCT00189306,0.2420382165605095,1
NCT01044030,0.1196319018404908,1
NCT02100475,0.1290322580645161,1
NCT01423084,0.0174418604651162,1
NCT00109031,0.0851063829787234,1
NCT00315328,0.1201716738197424,1
NCT03961529,0.174863387978142,1
NCT01817959,0.1458333333333333,1
NCT01177384,0.1049868766404199,1
NCT03760068,0.0774058577405857,1
NCT00194129,0.7419354838709677,1
NCT00302003,0.2787456445993031,1
NCT00461630,0.0675028239784988,1
NCT00943111,0.4934210526315789,1
NCT01727713,0.3181818181818182,1
NCT00813319,0.0,0
NCT00705432,0.1655034895314057,1
NCT04036292,0.104221635883905,1
NCT01053247,0.0844892812105926,1
NCT00150709,0.6681614349775785,1
NCT00308685,0.0842105263157894,1
NCT02348593,0.173728813559322,1
NCT03738397,0.0780346820809248,1
NCT04542057,0.2265822784810126,1
NCT03537651,0.4692307692307692,1
NCT02515097,0.0610328638497652,1
NCT02845674,0.2635658914728682,1
NCT00614120,0.1614639397201291,1
NCT00483652,0.0,0
NCT03299842,1.0,1
NCT02091986,0.0931899641577061,1
NCT00589303,0.1111111111111111,1
NCT00440271,0.8181818181818182,1
NCT02614196,0.0404949381327334,1
NCT02584855,0.0217983651226158,1
NCT00506493,0.1466666666666666,1
NCT00293254,0.5087719298245614,1
NCT02869438,0.0214592274678111,1
NCT01413204,0.1139705882352941,1
NCT01634139,0.0521091811414392,1
NCT00031460,0.5,1
NCT00400153,0.1123287671232876,1
NCT00078949,0.0176678445229682,1
NCT01674647,0.0673927842069435,1
NCT02474082,0.297029702970297,1
NCT01114204,0.0479338842975206,1
NCT00166205,0.1739130434782608,1
NCT04816214,1.0,1
NCT01108510,0.7836676217765043,1
NCT00796666,1.0,1
NCT02600819,0.0,0
NCT01591655,0.375,1
NCT04435366,0.0939597315436241,1
NCT03611751,0.1198589894242068,1
NCT01648101,0.1666666666666666,1
NCT00095303,0.3095238095238095,1
NCT03325556,0.6359447004608295,1
NCT01392677,0.073394495412844,1
NCT00447278,0.1530612244897959,1
NCT01101438,0.0046588106330501,1
NCT04341441,0.032051282051282,1
NCT00178711,0.0,0
NCT01890421,0.0258215962441314,1
NCT00232141,0.1887417218543046,1
NCT00761774,0.7314814814814815,1
NCT01999322,0.027027027027027,1
NCT00539864,0.0049833887043189,1
NCT00887068,0.0320855614973262,1
NCT00131248,0.0,0
NCT05096208,0.0231621349446122,1
NCT02043678,1.0,1
NCT01824394,0.6602564102564102,1
NCT02783729,0.0437375745526839,1
NCT01288937,0.1666666666666666,1
NCT00616928,0.0228020171015128,1
NCT02652624,0.0174291938997821,1
NCT00371761,0.72,1
NCT00657709,0.0360881542699724,1
NCT03191903,0.0277777777777777,1
NCT01678820,0.6086956521739131,1
NCT01598987,0.1428571428571428,1
NCT01754259,0.2340425531914893,1
NCT02222493,0.0613861386138613,1
NCT02042183,0.1666666666666666,1
NCT00448591,1.0,1
NCT00857584,0.3333333333333333,1
NCT03397121,0.0331950207468879,1
NCT00655863,0.0140845070422535,1
NCT01111552,0.1916666666666666,1
NCT01338415,0.6,1
NCT03961009,0.0,0
NCT00251693,0.0691854759568204,1
NCT00501046,0.5556650246305419,1
NCT01967784,0.0,0
NCT01086384,0.1346534653465346,1
NCT00879697,0.1176470588235294,1
NCT00784368,0.5454545454545454,1
NCT01245049,0.0129870129870129,1
NCT00443703,0.1306818181818181,1
NCT00075218,1.0,1
NCT01125930,0.1617647058823529,1
NCT00498615,0.0,0
NCT03616964,0.1786632390745501,1
NCT02500836,0.0139318885448916,1
NCT00594516,0.1724137931034483,1
NCT01008319,0.0,0
