droupout_rate,Y/N
0.3055555555555556,1
0.0,0
0.0,0
0.0,0
0.1707317073170731,1
0.25,1
0.1172413793103448,1
0.3,1
0.2510231923601637,1
0.0,0
0.0,0
0.2,1
0.0,0
0.2654867256637168,1
0.0,0
0.1656441717791411,1
0.0666666666666666,1
0.0825335892514395,1
0.0188679245283018,1
0.4,1
0.0,0
0.1203703703703703,1
0.125,1
0.0,0
0.025,1
0.1692868534973798,1
0.0,0
0.2148760330578512,1
1.0,1
0.1818181818181818,1
0.0,0
0.0,0
0.0175438596491228,1
0.0476190476190476,1
0.0384615384615384,1
0.45,1
0.2105263157894736,1
0.2708333333333333,1
0.0625,1
0.3,1
0.3863636363636363,1
0.0,0
0.037037037037037,1
0.0,0
0.0,0
0.2839506172839506,1
0.4090909090909091,1
0.3706293706293706,1
0.0492424242424242,1
0.1739130434782608,1
0.0291262135922329,1
0.2592592592592592,1
0.2222222222222222,1
0.36,1
0.6728538283062645,1
0.0,0
0.2956521739130435,1
0.0472440944881889,1
0.2758620689655172,1
0.2632632632632632,1
0.3532608695652174,1
0.4404761904761904,1
0.0,0
0.0,0
0.125,1
0.0675675675675675,1
0.1162790697674418,1
0.1333333333333333,1
0.054054054054054,1
0.0925925925925925,1
0.2475247524752475,1
0.2904761904761905,1
0.1428571428571428,1
0.0701754385964912,1
0.25,1
0.0256410256410256,1
0.1285714285714285,1
0.2307692307692307,1
0.1081081081081081,1
0.0033333333333333,1
0.1627906976744186,1
0.5656108597285068,1
0.2597402597402597,1
0.1621621621621621,1
0.3529411764705882,1
0.0,0
0.2,1
0.5263157894736842,1
0.0833333333333333,1
0.6448598130841121,1
0.4732142857142857,1
0.5960591133004927,1
0.0571428571428571,1
0.0,0
0.0216132767271323,1
0.0824742268041237,1
0.0206896551724137,1
0.0,0
1.0,1
0.0,0
0.2181818181818181,1
0.0425531914893617,1
0.4328358208955223,1
0.1764705882352941,1
0.0,0
0.027027027027027,1
0.0,0
0.0879120879120879,1
0.1666666666666666,1
0.7727272727272727,1
0.149171270718232,1
0.2407407407407407,1
0.0,0
0.1555555555555555,1
0.2307692307692307,1
0.0766423357664233,1
0.0579710144927536,1
0.0,0
0.2962962962962963,1
0.0,0
0.2307692307692307,1
0.9183673469387756,1
0.0398550724637681,1
0.0289855072463768,1
0.0,0
0.0,0
0.0545454545454545,1
0.3797468354430379,1
0.0852272727272727,1
0.0625,1
0.2033898305084746,1
0.9411764705882352,1
0.2352941176470588,1
0.0,0
0.0396174863387978,1
0.0,0
0.3552425665101721,1
0.1071428571428571,1
0.0,0
0.3924050632911392,1
0.0,0
0.0033333333333333,1
0.0,0
0.5850622406639004,1
0.2857142857142857,1
0.1388888888888889,1
0.2222222222222222,1
0.1886792452830188,1
0.0,0
0.0681818181818181,1
0.0206062217495347,1
0.0625,1
0.5714285714285714,1
0.125,1
0.1739130434782608,1
0.04,1
0.123076923076923,1
0.875,1
0.1803278688524589,1
0.3198198198198198,1
0.1935483870967742,1
0.0625,1
0.2526761819803746,1
0.3571428571428571,1
0.0,0
0.0833333333333333,1
0.1111111111111111,1
0.2063492063492063,1
0.0076923076923076,1
0.0434782608695652,1
0.2013093289689034,1
0.0617283950617283,1
0.0,0
0.3246753246753247,1
0.0,0
0.0385604113110539,1
0.0,0
0.1287128712871287,1
1.0,1
1.0,1
0.125,1
0.3157894736842105,1
0.0,0
0.6352941176470588,1
0.0317460317460317,1
0.0909090909090909,1
0.0882352941176469,1
0.1333333333333333,1
0.0,0
0.0384615384615384,1
0.5857142857142857,1
0.18,1
0.0,0
0.0367647058823529,1
0.0,0
0.1111111111111111,1
0.0,0
0.1282051282051282,1
0.1060240963855421,1
0.0,0
0.02,1
0.0194174757281553,1
0.05,1
0.0454545454545454,1
0.1411229135053111,1
0.0566037735849056,1
0.3043478260869565,1
1.0,1
0.162,1
0.1982758620689655,1
1.0,1
0.0,0
0.25,1
0.0384615384615384,1
0.1825842696629213,1
0.0599078341013824,1
0.2962962962962963,1
0.0291666666666666,1
0.0155038759689922,1
0.0869565217391304,1
0.1818181818181818,1
0.0909090909090909,1
0.0882352941176469,1
0.0357142857142857,1
0.4371584699453552,1
0.3218645948945616,1
0.0,0
0.1150442477876106,1
0.0,0
0.0649838882921589,1
0.0304347826086956,1
0.0,0
0.064,1
0.0,0
0.0,0
0.05,1
0.8333333333333334,1
0.0231213872832369,1
0.024390243902439,1
0.282051282051282,1
0.3846153846153846,1
0.0063694267515923,1
0.0,0
0.0476190476190476,1
0.0,0
0.3054187192118227,1
0.2605042016806723,1
0.2666666666666666,1
0.34375,1
0.2131147540983606,1
0.0,0
0.0,0
0.2058823529411764,1
0.1428571428571428,1
0.9607843137254902,1
0.4318181818181818,1
0.0144927536231884,1
0.0555555555555555,1
0.3846153846153846,1
0.1666666666666666,1
0.3766816143497757,1
0.0424908424908424,1
0.05,1
0.0,0
0.1131725417439703,1
0.2564102564102564,1
0.1470588235294117,1
0.0081967213114754,1
0.08,1
0.0547945205479452,1
0.0,0
0.0735294117647058,1
0.0,0
0.0653846153846153,1
0.0659536541889483,1
0.0,0
0.0,0
0.0,0
0.0,0
0.3243243243243243,1
0.0,0
0.2692307692307692,1
0.1227272727272727,1
0.1658767772511848,1
0.2317073170731707,1
0.03,1
0.0221354166666666,1
0.217391304347826,1
0.0833333333333333,1
0.0793650793650793,1
0.05,1
0.0344827586206896,1
0.0338983050847457,1
0.1376146788990825,1
0.0769230769230769,1
0.0,0
0.0588235294117647,1
0.09,1
0.3038674033149171,1
0.025,1
0.0785340314136125,1
0.1818181818181818,1
0.0,0
0.2382310984308131,1
0.0597014925373134,1
0.0826086956521739,1
0.1047619047619047,1
0.0,0
0.1142857142857142,1
0.4166666666666667,1
0.1403508771929824,1
0.0,0
0.2,1
0.0,0
0.4230769230769231,1
0.0375426621160409,1
0.1363636363636363,1
0.0,0
0.0818181818181818,1
0.0,0
0.0,0
0.3333333333333333,1
0.5575221238938053,1
0.4065934065934066,1
0.5957446808510638,1
0.75,1
0.0,0
0.1944444444444444,1
0.4615384615384615,1
0.1036585365853658,1
0.7090909090909091,1
0.0,0
0.0,0
0.2655601659751037,1
0.128440366972477,1
0.0,0
0.0,0
0.0606060606060606,1
0.1593291404612159,1
0.0136986301369863,1
0.0,0
0.1290322580645161,1
0.5,1
0.3223140495867768,1
0.1404494382022472,1
0.2253521126760563,1
0.06,1
0.024793388429752,1
0.075,1
0.1666666666666666,1
0.0427350427350427,1
0.0,0
0.2439862542955326,1
0.0,0
0.0,0
1.0,1
0.1125,1
0.288235294117647,1
0.0056497175141242,1
0.3891992551210428,1
0.337719298245614,1
0.1861471861471861,1
0.0769230769230769,1
0.3506493506493506,1
0.0,0
0.0,0
0.3333333333333333,1
0.0,0
0.0,0
0.0869565217391304,1
0.2307692307692307,1
0.2,1
0.0909090909090909,1
0.118,1
0.1111111111111111,1
0.35,1
0.3888888888888889,1
0.0217391304347826,1
0.0,0
0.6666666666666666,1
0.0857142857142857,1
0.05859375,1
0.1741935483870967,1
0.0,0
0.0,0
0.1794871794871795,1
0.0,0
0.0,0
0.2913385826771653,1
0.0,0
0.1111111111111111,1
0.0689655172413793,1
0.1777777777777777,1
0.2981481481481481,1
0.4239558707643814,1
0.0384615384615384,1
0.321608040201005,1
0.0180995475113122,1
0.1751196172248803,1
0.1107544141252006,1
0.0765661252900232,1
0.2222222222222222,1
0.2,1
0.25,1
0.0857142857142857,1
0.0,0
0.0,0
0.0,0
0.0445859872611464,1
0.0833333333333333,1
0.1528384279475982,1
0.0,0
0.0,0
0.0416666666666666,1
0.0909090909090909,1
0.0357142857142857,1
0.0114942528735632,1
1.0,1
0.0019960079840319,1
0.0,0
0.0465116279069767,1
0.2714285714285714,1
0.0,0
0.1690140845070422,1
0.375,1
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.1990291262135922,1
0.0684931506849315,1
0.1116751269035533,1
0.0384615384615384,1
0.054054054054054,1
0.425,1
0.6638176638176638,1
0.0545454545454545,1
0.1122448979591836,1
0.0714285714285714,1
0.0,0
0.0,0
0.2281368821292775,1
0.0,0
0.0535714285714285,1
0.0,0
0.0066666666666666,1
0.25,1
0.0,0
0.0,0
0.0168539325842696,1
0.0,0
0.0,0
0.0,0
0.0869565217391304,1
0.15,1
0.024390243902439,1
0.0,0
0.0,0
0.0,0
0.0,0
0.0,0
0.1763157894736842,1
0.0,0
0.1777777777777777,1
0.0,0
1.0,1
0.16,1
0.1025641025641025,1
0.0,0
0.0571428571428571,1
0.4019047619047619,1
0.3343558282208589,1
0.0614525139664804,1
0.1,1
0.27875,1
0.058027079303675,1
0.0,0
0.0,0
0.1538461538461538,1
0.1428571428571428,1
0.3407079646017699,1
0.0,0
0.3333333333333333,1
0.3,1
0.2272838899803536,1
0.1071428571428571,1
0.025,1
0.0,0
0.0,0
0.2352941176470588,1
0.0,0
0.0,0
0.0,0
0.3375,1
0.086021505376344,1
0.0,0
0.0,0
0.0319148936170212,1
0.1647727272727272,1
0.8333333333333334,1
0.4583333333333333,1
0.4566210045662099,1
0.0,0
0.0,0
0.1111111111111111,1
0.0248,1
0.0388978930307941,1
0.0,0
0.099502487562189,1
0.2151898734177215,1
0.0,0
0.1166666666666666,1
0.0,0
0.0277777777777777,1
0.0,0
0.1736930860033727,1
0.2727272727272727,1
0.2558139534883721,1
0.0,0
0.0769230769230769,1
0.0,0
0.0,0
0.0,0
0.2280701754385964,1
0.6666666666666666,1
0.0,0
0.0686274509803921,1
0.0,0
0.1869158878504672,1
0.0,0
0.5333333333333333,1
0.28125,1
0.0,0
0.2222222222222222,1
0.0678733031674208,1
0.0,0
0.0,0
0.0,0
0.2857142857142857,1
0.25,1
0.0975609756097561,1
0.1753246753246753,1
1.0,1
0.0,0
0.1185185185185185,1
0.0318471337579617,1
0.1851851851851851,1
0.1666666666666666,1
0.3257142857142857,1
0.0120192307692307,1
0.0507246376811594,1
0.1524390243902439,1
0.1066666666666666,1
0.0337552742616033,1
0.04,1
0.3076923076923077,1
0.0,0
0.2162162162162162,1
0.0,0
0.2835820895522388,1
0.0,0
0.297752808988764,1
0.0566037735849056,1
1.0,1
0.0333333333333333,1
0.0731958762886598,1
0.0,0
0.0,0
0.074074074074074,1
0.1666666666666666,1
0.4915254237288136,1
0.3212121212121212,1
0.0666666666666666,1
0.3804347826086957,1
0.1842105263157894,1
0.3110047846889952,1
0.0588235294117647,1
0.1724137931034483,1
0.3235294117647059,1
0.0194805194805194,1
0.0036496350364963,1
0.0,0
0.032258064516129,1
0.0512820512820512,1
0.0,0
0.25,1
0.0,0
0.0,0
0.1666666666666666,1
0.0869565217391304,1
0.0,0
0.0224438902743142,1
0.0648648648648648,1
0.0708661417322834,1
0.0774193548387096,1
0.3396226415094339,1
0.1262729124236252,1
0.4594594594594595,1
0.0,0
0.1189710610932476,1
0.2023217247097844,1
0.0,0
0.25,1
0.125,1
0.0344827586206896,1
0.0,0
0.0401606425702811,1
0.1829268292682926,1
0.0,0
0.0073529411764705,1
0.1702127659574468,1
0.0,0
0.2307692307692307,1
0.0071338648762064,1
0.0,0
0.3333333333333333,1
0.875,1
0.0333333333333333,1
0.175,1
0.6616405307599518,1
0.1904761904761904,1
0.0,0
0.1208791208791208,1
0.1764705882352941,1
0.0,0
0.0833333333333333,1
0.5,1
0.1875,1
0.09,1
0.3780487804878049,1
0.25,1
0.0,0
0.3205128205128205,1
0.0,0
0.6818181818181818,1
0.0,0
0.1489361702127659,1
0.0,0
0.34,1
0.0,0
0.1166666666666666,1
0.2105263157894736,1
0.3535353535353535,1
0.6428571428571429,1
0.0,0
0.2262295081967213,1
0.1797752808988764,1
0.015625,1
0.0,0
0.0,0
0.0870748299319727,1
0.1428571428571428,1
0.0292682926829268,1
0.0,0
0.0,0
0.0666666666666666,1
0.1111111111111111,1
0.03125,1
0.075,1
0.2331288343558282,1
0.0672268907563025,1
0.1956521739130435,1
0.4532374100719424,1
0.0,0
0.0163934426229508,1
0.0684931506849315,1
0.3714859437751004,1
0.0,0
0.0307692307692307,1
0.0,0
0.0,0
0.0476190476190476,1
0.0,0
0.3529411764705882,1
0.0595744680851063,1
0.2465543644716692,1
0.0,0
0.2247191011235955,1
0.0,0
0.3714285714285714,1
0.0,0
0.0787401574803149,1
0.5714285714285714,1
0.4845360824742268,1
0.0,0
0.0,0
0.0,0
0.0592105263157894,1
0.0163934426229508,1
0.4,1
0.0833333333333333,1
0.2941176470588235,1
0.0584415584415584,1
0.2452830188679245,1
0.0526315789473684,1
0.0,0
0.0717948717948717,1
1.0,1
0.0,0
0.0,0
0.1428571428571428,1
0.0,0
0.0784313725490196,1
1.0,1
0.2626666666666666,1
0.0133928571428571,1
0.217391304347826,1
0.09375,1
0.0,0
0.14,1
0.0,0
0.1591046581972171,1
0.3019480519480519,1
0.0,0
0.0416666666666666,1
0.1265060240963855,1
0.0,0
0.0,0
0.03,1
0.3739130434782609,1
0.0,0
0.7692307692307693,1
0.0625,1
0.0666666666666666,1
0.0,0
0.1366906474820144,1
0.1559139784946236,1
0.0,0
0.0,0
0.4173228346456692,1
0.0183823529411764,1
0.3342776203966006,1
0.0,0
0.1592920353982301,1
0.0,0
0.0,0
0.125,1
0.0166666666666666,1
0.0,0
0.0,0
0.0326649417852522,1
0.0,0
0.3793103448275862,1
0.0,0
0.0,0
0.192,1
0.0,0
0.0,0
0.0,0
0.0666666666666666,1
0.0,0
0.5555555555555556,1
0.0208333333333333,1
0.3786407766990291,1
0.0443037974683544,1
0.05,1
0.2215189873417721,1
0.0705596107055961,1
0.0769230769230769,1
0.0,0
0.0,0
0.9607843137254902,1
0.4074074074074074,1
0.5,1
0.0,0
0.0333333333333333,1
0.0875,1
0.0461538461538461,1
0.0588235294117647,1
0.6666666666666666,1
0.0272232304900181,1
0.2592592592592592,1
0.4347826086956521,1
0.0,0
0.3666666666666666,1
0.0581270182992465,1
0.1317567567567567,1
0.0,0
0.4052757793764988,1
0.053231939163498,1
0.0833333333333333,1
0.0,0
0.1132075471698113,1
0.03125,1
0.0026420079260237,1
0.0,0
0.2033898305084746,1
0.1,1
0.2222222222222222,1
0.0,0
0.0833333333333333,1
0.0,0
0.3571428571428571,1
0.0,0
0.4237288135593219,1
0.5878787878787879,1
0.0,0
0.0,0
0.0,0
0.0625,1
0.0909090909090909,1
0.4561027837259099,1
0.1894409937888198,1
0.2068965517241379,1
0.6,1
0.543859649122807,1
0.0909090909090909,1
0.1571428571428571,1
0.0099009900990099,1
0.2387640449438202,1
0.1050328227571116,1
0.5,1
0.1198686371100164,1
0.2988505747126437,1
0.1333333333333333,1
0.009009009009009,1
1.0,1
0.2085889570552147,1
0.0,0
0.0636363636363636,1
0.0186915887850467,1
0.4594594594594595,1
0.5161290322580645,1
0.125,1
0.4032258064516129,1
0.0,0
0.0154440154440154,1
0.0,0
0.0,0
0.1944444444444444,1
0.0961538461538461,1
0.0,0
0.1728665207877461,1
0.2702702702702703,1
0.0666666666666666,1
0.175438596491228,1
0.0588235294117647,1
0.0136054421768707,1
0.5454545454545454,1
0.1262135922330097,1
0.146,1
0.4262295081967213,1
0.0638297872340425,1
0.3859649122807017,1
0.5468277945619335,1
0.0686936936936937,1
0.0588235294117647,1
0.0064638783269961,1
0.175,1
0.1489361702127659,1
0.1666666666666666,1
0.125,1
0.45,1
0.015267175572519,1
0.1142857142857142,1
0.032258064516129,1
0.0063291139240506,1
0.075,1
0.1441441441441441,1
0.0454545454545454,1
0.0,0
0.2222222222222222,1
0.1363636363636363,1
0.0,0
0.0,0
0.0,0
0.0921985815602836,1
0.0474001813463402,1
0.0,0
0.2371134020618556,1
0.9629629629629628,1
0.0389610389610389,1
0.2644628099173554,1
0.0111111111111111,1
0.0816326530612244,1
0.1639344262295081,1
0.0234113712374581,1
0.0,0
1.0,1
0.158273381294964,1
0.0,0
0.0816326530612244,1
0.1452702702702702,1
0.6584699453551912,1
0.0944309927360774,1
1.0,1
0.0,0
0.0,0
0.15625,1
0.06875,1
0.375,1
0.1644908616187989,1
0.0,0
0.1,1
0.0286458333333333,1
0.0,0
0.4006410256410256,1
0.1733333333333333,1
0.028169014084507,1
1.0,1
0.1321321321321321,1
0.0888888888888888,1
0.125,1
0.1538461538461538,1
1.0,1
0.0357142857142857,1
0.0076045627376425,1
0.0,0
0.1666666666666666,1
0.0,0
0.0634517766497461,1
0.0,0
0.5588235294117647,1
0.0083333333333333,1
0.2692307692307692,1
0.0175438596491228,1
0.0324189526184538,1
0.4444444444444444,1
0.0,0
0.0,0
1.0,1
0.0079365079365079,1
0.0256410256410256,1
0.2716049382716049,1
0.417391304347826,1
0.072289156626506,1
0.0588235294117647,1
0.12,1
0.1025641025641025,1
0.2829670329670329,1
0.0163934426229508,1
0.05,1
0.0666666666666666,1
0.0598404255319149,1
0.4666666666666667,1
0.0,0
0.0,0
0.0,0
0.087719298245614,1
0.75,1
0.035,1
0.1158301158301158,1
0.0,0
0.0,0
0.1379310344827586,1
1.0,1
0.0063694267515923,1
0.0,0
0.0,0
0.0,0
0.0909090909090909,1
0.303030303030303,1
0.0778443113772455,1
0.0,0
0.4489795918367347,1
0.6666666666666666,1
0.6,1
0.1301775147928994,1
0.1479289940828402,1
0.0,0
0.21,1
0.1666666666666666,1
0.3103448275862069,1
0.0,0
0.141025641025641,1
0.0,0
0.0,0
1.0,1
0.1555555555555555,1
0.0,0
0.0,0
0.0566037735849056,1
0.4018691588785046,1
0.3653846153846153,1
0.1768707482993197,1
0.1855670103092783,1
0.4666666666666667,1
0.0,0
0.0434782608695652,1
0.0536277602523659,1
0.2292682926829268,1
0.037593984962406,1
0.2,1
0.1470588235294117,1
0.0,0
0.135593220338983,1
0.0588235294117647,1
0.0711297071129707,1
0.2142857142857142,1
0.2857142857142857,1
0.0,0
1.0,1
0.0184049079754601,1
0.1549295774647887,1
0.0154320987654319,1
0.6875,1
0.1205357142857142,1
0.0,0
0.0441176470588235,1
0.0080645161290322,1
0.3,1
0.2479871175523349,1
0.0,0
0.0,0
0.0447368421052631,1
0.0769230769230769,1
0.0693240901213171,1
0.0,0
0.0889639639639639,1
0.4333333333333333,1
0.0,0
0.0,0
0.1126760563380281,1
0.0467836257309941,1
0.1557177615571776,1
0.0,0
0.0701754385964912,1
0.12,1
0.1921182266009852,1
0.0383386581469648,1
0.0818181818181818,1
0.0280038042903941,1
0.0,0
0.2453987730061349,1
0.2131147540983606,1
0.7823008849557522,1
0.0769230769230769,1
1.0,1
0.05,1
0.1842105263157894,1
0.05,1
0.0068493150684931,1
0.0,0
0.0,0
0.0365853658536585,1
0.1372126436781609,1
0.0,0
0.1122448979591836,1
0.0,0
0.0789473684210526,1
0.375,1
0.1016949152542373,1
0.08,1
0.2548076923076923,1
0.0,0
0.12,1
0.0,0
0.4444444444444444,1
0.0,0
0.0,0
0.4205607476635514,1
0.1538461538461538,1
0.2105263157894736,1
0.0778097982708933,1
0.0,0
0.0975609756097561,1
0.45,1
0.0839694656488549,1
0.5,1
0.6785714285714286,1
0.0,0
0.1352459016393442,1
0.1333333333333333,1
0.0,0
0.1012658227848101,1
0.2098765432098765,1
0.3333333333333333,1
0.0,0
0.0,0
0.0,0
0.0,0
0.0024875621890547,1
0.0425,1
0.2079772079772079,1
0.0476190476190476,1
0.1168831168831168,1
0.35,1
0.0291262135922329,1
0.074792243767313,1
0.1971830985915492,1
0.08,1
0.0,0
0.0,0
0.1588785046728972,1
0.0827067669172932,1
0.1889927310488058,1
0.0,0
0.445,1
0.0267857142857142,1
0.2806430006697923,1
0.5,1
0.02,1
0.0,0
1.0,1
0.048780487804878,1
0.1224489795918367,1
0.075,1
0.1764705882352941,1
0.0327868852459016,1
0.1517367458866544,1
0.0125,1
0.4166666666666667,1
0.2035398230088495,1
0.2934782608695652,1
0.3,1
0.1366459627329192,1
0.0,0
0.22,1
0.0,0
0.4417344173441734,1
0.2087912087912088,1
0.0,0
0.1666666666666666,1
0.0,0
0.1975308641975308,1
0.0338983050847457,1
1.0,1
0.0,0
0.0021405942289579,1
0.0707070707070707,1
0.2222222222222222,1
0.0,0
0.0,0
0.0526315789473684,1
0.4006622516556291,1
0.0492107706592386,1
0.05,1
0.0659340659340659,1
0.0099009900990099,1
0.0,0
0.0,0
1.0,1
0.0576923076923076,1
0.0,0
0.0,0
0.072289156626506,1
0.597051597051597,1
0.0,0
0.5576923076923077,1
0.3931034482758621,1
0.0,0
0.0,0
0.0,0
0.6666666666666666,1
0.0227272727272727,1
0.0944881889763779,1
0.2413793103448276,1
0.07,1
0.0935251798561151,1
0.1111111111111111,1
0.0,0
0.0,0
0.0491803278688524,1
0.073170731707317,1
0.027027027027027,1
0.3214285714285714,1
0.1818181818181818,1
0.4186046511627907,1
0.074074074074074,1
0.0,0
0.1884816753926701,1
0.0,0
0.1964285714285714,1
0.0,0
0.0155748163139601,1
0.0769230769230769,1
0.0858585858585858,1
0.0226586102719033,1
1.0,1
0.1568627450980392,1
0.02,1
0.0,0
0.5833333333333334,1
0.0399350649350649,1
0.5272727272727272,1
0.9032258064516128,1
0.3194444444444444,1
0.0416666666666666,1
0.0652173913043478,1
0.8333333333333334,1
0.4102564102564102,1
0.0,0
0.0,0
0.0,0
0.0323974082073434,1
0.0,0
0.0901960784313725,1
0.0,0
0.0,0
0.0065789473684209,1
0.2525252525252525,1
0.1316397228637413,1
0.0174081237911025,1
0.2461538461538461,1
0.1470588235294117,1
0.4444444444444444,1
0.0285714285714285,1
0.4385964912280701,1
0.2988505747126437,1
0.0666666666666666,1
0.0,0
0.2811447811447811,1
0.0,0
0.108433734939759,1
0.1991150442477876,1
0.1971830985915492,1
0.0433333333333333,1
0.0555555555555555,1
0.1640211640211639,1
0.1,1
0.3505409582689335,1
0.0,0
0.0888888888888888,1
0.1818181818181818,1
0.0952380952380952,1
0.5112219451371571,1
0.1960784313725489,1
0.1004016064257028,1
0.2666666666666666,1
0.0,0
0.0,0
0.0370018975332068,1
0.0555555555555555,1
0.0,0
0.2413793103448276,1
0.0,0
0.0,0
0.1333333333333333,1
0.25,1
0.2238805970149253,1
0.0,0
0.0816326530612244,1
0.0805860805860805,1
0.0594262295081967,1
0.3454545454545454,1
0.2727272727272727,1
0.0833333333333333,1
0.0,0
0.0543478260869565,1
0.0476190476190476,1
0.2813067150635209,1
0.375,1
0.05,1
0.0689655172413793,1
0.0,0
0.0,0
0.1578947368421052,1
0.1295896328293736,1
0.0,0
0.0,0
0.0,0
0.0550847457627118,1
0.1428571428571428,1
0.125,1
0.1161290322580645,1
0.3,1
0.1414634146341463,1
0.1283422459893048,1
0.0,0
0.0125,1
0.2925531914893617,1
0.0030959752321981,1
0.0,0
0.0571428571428571,1
0.1976470588235294,1
0.2222222222222222,1
0.1,1
0.25,1
0.0646766169154228,1
0.0833333333333333,1
0.0517241379310344,1
0.0930232558139534,1
0.1111111111111111,1
0.0502793296089385,1
0.4032258064516129,1
0.0,0
0.5384615384615384,1
1.0,1
0.024390243902439,1
0.2705882352941176,1
0.0,0
0.0,0
0.0612244897959183,1
0.0108695652173913,1
0.25,1
0.1525423728813559,1
0.0,0
0.0588235294117647,1
0.1147540983606557,1
0.0,0
0.0806451612903225,1
0.0700934579439252,1
0.174757281553398,1
0.053763440860215,1
0.2627986348122867,1
0.2666666666666666,1
0.2,1
0.425,1
0.0833333333333333,1
0.5815602836879432,1
0.0,0
0.0428571428571428,1
0.3888888888888889,1
0.625,1
0.1818181818181818,1
0.3214285714285714,1
0.0972222222222222,1
0.0476190476190476,1
0.0263157894736842,1
0.0288461538461538,1
0.0188679245283018,1
0.0796019900497512,1
0.0,0
0.0277777777777777,1
0.4117647058823529,1
0.0795454545454545,1
0.9,1
0.0608974358974358,1
0.0,0
0.1081081081081081,1
0.0704225352112676,1
0.0625,1
0.0666666666666666,1
0.0,0
0.0,0
0.25,1
0.0333333333333333,1
0.2333333333333333,1
0.5285714285714286,1
0.0,0
0.0,0
0.1621621621621621,1
0.2071428571428571,1
0.0071942446043165,1
0.2164948453608247,1
0.0,0
0.0806451612903225,1
0.1578947368421052,1
0.0,0
0.0,0
0.0,0
0.1607142857142857,1
0.5454545454545454,1
0.0677966101694915,1
0.2123287671232876,1
0.125,1
0.0,0
0.2444444444444444,1
0.25,1
0.0,0
0.0,0
0.088,1
0.132564841498559,1
0.0719424460431654,1
0.1112618724559023,1
0.6986301369863014,1
0.4067796610169492,1
1.0,1
0.2887931034482758,1
0.02,1
0.0746268656716417,1
0.025,1
0.5480769230769231,1
0.526431718061674,1
0.0,0
0.1052631578947368,1
0.0517241379310344,1
0.5081967213114754,1
0.4482758620689655,1
0.0428571428571428,1
0.0857142857142857,1
0.0147058823529411,1
0.0,0
1.0,1
0.0,0
0.0,0
0.3392857142857143,1
0.1176470588235294,1
0.0,0
0.8333333333333334,1
0.1720430107526881,1
0.5714285714285714,1
0.0049019607843137,1
0.0,0
0.0,0
0.05,1
0.1428571428571428,1
0.0,0
0.2767295597484276,1
1.0,1
0.0375,1
0.2,1
0.1544172234595397,1
0.086021505376344,1
0.0,0
0.531317494600432,1
0.0,0
0.0,0
0.140625,1
0.1,1
0.26,1
0.0787172011661807,1
0.0,0
0.5045871559633027,1
0.5,1
0.0,0
0.0,0
0.0205949656750572,1
0.0,0
0.0,0
0.0625,1
0.2777777777777778,1
0.437037037037037,1
0.0,0
0.0,0
0.0,0
0.0625,1
0.2,1
0.25,1
0.2372881355932203,1
0.0196078431372549,1
0.1111111111111111,1
0.0,0
0.2054794520547945,1
0.05,1
0.5651105651105651,1
0.0,0
0.0694444444444444,1
0.0555555555555555,1
0.2666666666666666,1
0.0380434782608695,1
0.04,1
0.3258426966292135,1
0.7846153846153846,1
1.0,1
0.1832460732984293,1
